0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,default.payment.next.month
0.7655017,0.41895,0.0,0.34200504,0.1755943999999999,0.33636248,0.22390546,0.38075143,0.48050666,0.18053834,0.7467047,0.40417638,0.7502821999999999,0.0,0.4120458999999999,0.0,0.0
0.5226518,0.63176817,0.0,0.8831261,0.2746136,0.43698904,0.23548853,0.7865329000000001,0.43715152,0.50319433,0.73585325,0.710088,0.9754727,0.0,0.5006919,0.0,0.0
0.4534197,0.46525645,0.0,0.7600004,0.39234117,0.44773623,0.2447275,0.76466376,0.4348806999999999,0.5085221,0.71840435,0.6127959,0.8328968000000001,0.0,0.42666435,0.0,0.0
0.54158807,0.59925663,0.0,0.7345834,0.34875897,0.33425796,0.15433164,0.27312696,0.36021966,0.2707075999999999,0.49510112,0.63153136,0.4315936999999999,0.0,0.4221537,0.0,0.0
0.6508575,0.31397575,0.0,0.38659835,0.487363,0.37206963,0.24424879,0.4024544,0.5558244000000001,0.2919600999999999,0.6580815,0.53104883,0.37174216,0.0,0.21581906,0.0,0.0
0.7436811,0.5992105999999999,0.0,0.781526,0.39463937,0.38161677,0.21944982,0.41021594,0.36109486,0.35072026,0.54319274,0.6151905,0.38397858,0.0,0.49370158,0.0,0.0
0.6945146,0.44314364,0.0,0.5686931,0.4109845,0.37524703,0.22167839,0.40828827,0.47737864,0.3025165,0.5785776999999999,0.6105187,0.41111982,0.0,0.27466312,0.0,0.0
0.5719038000000001,0.26048133,0.0,0.41515997,0.38492158,0.34926978,0.21057859,0.39090824,0.5030954000000001,0.2530573,0.4914232,0.5015446,0.253859,0.0,0.16306199,0.0,0.0
0.70349467,0.4594662999999999,0.0,0.53375614,0.23001316,0.35247907,0.22941417,0.40830302,0.56158763,0.28409472,0.73042756,0.58903646,0.4947659,0.0,0.37779248,0.0,0.0
0.71896374,0.3629133,0.0,0.39526096,0.30507976,0.35273734,0.194248,0.37261108,0.36775854,0.17663658,0.49819082,0.43297526,0.61731076,0.0,0.23856926,0.0,0.0
0.14695431,0.19669136,0.0,0.42369437,0.35950747,0.46704507,0.15220723,0.54229337,0.385866,0.3042420999999999,0.39460793,0.32976964,0.87075216,0.0,0.4300832999999999,0.0,0.0
0.60832715,0.3542422,0.0,0.3285167999999999,0.14805487,0.4154751,0.120263785,0.26740047,0.32289103,0.17771427,0.7132016,0.4557768,0.6563772,0.0,0.40789333,0.0,0.0
0.4496447,0.3567515999999999,0.0,0.5880469,0.20371838,0.41614008,0.20063253,0.72327995,0.32602686,0.35774788,0.5884255,0.44365403,1.0261942,0.0,0.3401703,0.0,0.0
0.33351073,0.31375167,0.0,0.280771,0.3413532,0.3887327,0.16364409,0.27022043,0.2568639,0.26051795,0.5676916999999999,0.39957994,0.062118255,0.0,0.36253852,0.0,0.0
0.5313001,0.58079106,0.0,0.67410374,0.7436018,0.45985043,0.28923148,0.8160364999999999,0.47283462,0.5400843000000001,0.74700606,0.65266305,0.92452097,0.0,0.3997553,0.0,0.0
0.28455934,0.35271767,0.0,0.5304233,0.2698620999999999,0.41324568,0.168955,0.6403626,0.20335564,0.31694156,0.48575354,0.44179028,0.9367463,0.0,0.31579545,0.0,0.0
0.180364,0.28879833,0.0,0.55646026,0.2848777,0.40946174,0.21457237,0.65308696,0.3788522,0.43071276,0.7001883000000001,0.44824946,0.61886007,0.0,0.46873525,0.0,0.0
0.6400992,0.40694878,0.0,0.5834345000000001,0.34389818,0.35857847,0.19881931,0.40189537,0.44457337,0.27240053,0.45779952,0.5961118000000001,0.33580133,0.0,0.2242431,0.0,0.0
0.82784647,0.31594995,0.0,0.5552895,0.37162748,0.48667338,0.31882092,0.47573003,0.6476702,0.4343654,0.53788,0.41715127,0.2855288,0.0,0.24881767,0.0,0.0
0.9608524,0.6847340999999999,0.0,0.44688666,0.54071,0.3877817,0.27207267,0.43366972,0.4598214,0.27114403,0.8386245999999999,0.5615245,0.9719981,0.0,0.46849474,0.0,0.0
0.42614204,0.17638105,0.0,0.7166649,0.3097842,0.6928724,0.25577363,0.60118955,0.29187605,0.6359568,1.1028005,0.6523720000000001,0.7855416000000001,0.0,0.41752943,0.0,0.0
0.2343248999999999,0.108434245,0.0,0.4037569,0.25491115,0.22125247,0.21138585,0.6113075,0.20749283,0.40319306,0.41402635,0.31534198,0.7900341,0.0,0.31007162,0.0,0.0
0.5744866,0.2245272999999999,0.0,0.39698935,0.35048717,0.33634505,0.25672963,0.38443866,0.5309851,0.21255513,0.5537571,0.5360201,0.306779,0.0,0.23816742,0.0,0.0
0.75148,0.40356222,0.0,0.6532920999999999,0.3726521,0.5050861,0.22198586,0.36547235,0.44025075,0.3236894,0.77624923,0.69193596,0.4977140999999999,0.0,0.1877928999999999,0.0,0.0
0.45336905,0.45460778,0.0,0.7577670999999999,0.27756453,0.44246954,0.23760816,0.7588874,0.46628729,0.49883768,0.7852683000000001,0.609805,0.8646891,0.0,0.46321777,0.0,0.0
0.48125747,0.19486195,0.0,0.29153103,0.38819185,0.4005565,0.16824362,0.26535848,0.315784,0.10782267,0.40689173,0.2626396,0.36160877,0.0,0.29487708,0.0,0.0
0.8274918,0.56572217,0.0,0.48193762,0.62289125,0.39932537,0.28481442,0.44512126,0.5901652,0.35621446,0.84757876,0.65625334,0.6261846999999999,0.0,0.36190158,0.0,0.0
